,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,Taxa
0,259.83686867780045,-9.424318337952096,27.374084746304234,-27.855389767198876,-8.451657952901767,-34.362334647902394,48.70494694123347,-115.96078024139653,23.4375891066554,10.36860666813498,-11.312645271776073,-5.849981485441966,764
1,-64.75835166420788,-47.94158724036485,-61.14034307902007,37.0003881859044,-6.723992736675402,4.746370109915647,108.63886903767498,7.07395517306926,-20.6115969800662,-10.709274102661062,24.631602994032544,-19.9212136671832,779
2,-76.50151000019291,-27.871381709660678,18.56568311974591,-12.205664498342946,29.0010774906739,-2.6899139952178075,-21.006980783912933,-12.520517442446781,87.18760280113209,52.11794629348188,110.16973361049897,-54.20931866726803,787
3,278.5486580919916,-1.965585463366259,37.06275007990152,-118.81202564877913,-15.920074676853158,-20.748394932826532,50.12306315614741,-96.43953194618484,25.35801111628179,8.955239734056047,-8.472912212673036,3.6648750062466116,790
4,298.873484386018,-1.9833486161715983,42.77921656359072,-52.19861149012638,-8.710654153366377,-45.81201535843649,44.719025625845944,-94.99596936033413,31.598597479543145,1.4641541378694218,-6.808506249069378,0.12159713408316444,793
5,-103.6550855341831,321.6149261097798,-11.995475509045413,-31.716030975411073,19.264620514839752,11.208834815762788,-11.413394560693925,-23.829244388494065,-11.388372614302895,10.818173994372195,35.71648170729668,-0.8566317940922884,904
6,-95.58448627450096,310.536791667575,-6.496528800219633,-39.16656489616371,21.52606212526022,7.231470679836445,-13.91314175640349,-26.428559960556417,-16.37956275458747,11.385704672463353,38.03105283490866,0.4596285264572165,911
7,-96.26445244055569,272.3544818187996,0.33081899191891123,-37.21006925574901,51.26999654655734,-2.0044376710132723,-15.14259440379731,-19.157001682258603,-15.896548423795657,23.74460886495821,52.63851900247266,7.799545589717215,912
8,34.07836801686677,245.72382122387302,-30.86373521612542,148.96433801097422,-10.047790895850495,-33.330445287565645,32.40444433394324,-61.77339306108356,-16.55044112669183,-27.483765449360202,-10.897575755358144,10.110065235711742,1538
9,256.05669337362593,-4.834133594201377,73.66227778106935,-187.50069722035903,-7.1727353363276976,-11.099108772223284,44.60888147256892,-61.55588083141765,57.68335244538616,13.837755844697325,-44.70139276971592,-7.491482740733148,2369
10,-50.75237392492955,-33.3594998214354,-58.96096393454853,2.7883649026206148,-21.006993442308712,30.10680061434309,11.08214504878902,11.890452037916827,23.288682604083156,-17.455249482632027,5.786533332074109,15.975337666608024,4226
